neighborhood,address,units,confirmed_apartment,company,naics,company_buildings_in_target
Mission,978 Valencia St,18,yes,Juan J. San Mames,531110,1
Mission,2501 Harrison St Ste 16,15,yes,Juniper Capital Management,531110,1
Mission,576 Guerrero St,12,yes,Kathy Marinos,531110,1
Mission,1001 Hampshire St,12,yes,Kavanagh Michael,531110,1
Mission,3648 26th St,4,yes,Kjolby Angela A,531390,1
Mission,3655 20th St #57,5,yes,Knowles John/Daphne/Gregory,531110,1
Mission,105 Cypress St,,,Kong Siuling,531110,1
Mission,53 57 Pearl St,,,Koo Ronald B,531110,1
Mission,3222 16th St #B,6,yes,Krajci Milan,531110,1
Mission,48 Dorland St,4,yes,Kramer Gideon,531110,1
Mission,215 14th St,,,Kwai Kuen Yeung,531110,1
Mission,276 Lexington St,4,yes,Le Paul T & Mai T,531110,1
Mission,9 Lexington St,4,yes,Le Paul T Etal,531110,1
Mission,3666 20th St,5,yes,Lee Aik,53,1
Mission,980 990 Florida St,,,Lee Family Trust,531110,1
Mission,185 Hampshire St,4,yes,Lee Heman Lee Lena,531110,1
Mission,562 Guerrero St,6,yes,Lee Henry Etal,531110,1
Mission,2687 Mission St,,,Lee On Dong Assn,53,1
Mission,1176 York St,4,yes,Leona T Fong Etal,531110,1
Mission,319 Capp St #323,7,yes,Leung Shuk Ching,531110,1
Mission,3605 18th St,4,yes,Lew Howard,531110,1
Mission,207 Valencia St,14,yes,Lew Wl Lew H Lew Cw & Lew Jo,531110,1
Mission,3256 21 St,,,"Lexington Street, LLC",531110,1
Mission,3465 21st St,,,Liberty Street Partners,531311,1
Mission,2600 Bryant St,4,yes,Lily Ng Wai,531110,1
Mission,346 San Carlos St Apt,4,yes,Lira Andrea Marie,531110,1
Mission,230 Lexington St,9,yes,Liverant Dina M,531110,1
Mission,520 Bartlett St Apt,5,yes,Lobo Bartlett LLC,531110,1
Mission,2575 Mission St,,,Luna Leticia,53,1
Mission,41 Hill St,4,yes,Lydon Patrick J,531110,1
Mission,3428 22nd St,4,yes,Lynn Schwarzhoff,531110,1
Mission,2541 Folsom St,8,yes,M & E Properties,531110,1
Mission,451 Bartlett St,7,yes,Macdonald Philip A,531110,1
Mission,3198 16th St,,,Mak Dick & Jesamine,531110,1
Mission,2625 Harrison St,7,yes,Malo Alfredo & Sonia,53,1
Mission,898 Guerrero St,8,yes,Malta Joseph J & Elena I,531110,1
Mission,365 Guerrero St,4,yes,Marchi-Moore Family Trust,53,1
Mission,3090 16th St,20,yes,Maria Alicia Associates,53,1
Mission,2648 Bryant St,3,yes,Marik Richard E,53,1
Mission,3487 21st St,6,yes,Maron Robert J,531110,1
Mission,1359 Minna St,3,yes,Martin Slattery,531110,1
Mission,1404 Florida St,4,yes,Martinez Eddy A,531210,1
Mission,135 Albion,6,yes,Mbsf Holdings LLC/135-139 Albion,531110,1
Mission,1201 Dolores St,8,yes,Mckeever Properties A California General Partnership,531110,1
Mission,30 Elizabeth St,4,yes,Meenaghan James,531110,1
Mission,3251 16th St,9,yes,Meier John & Christina,531110,1
Mission,778 Shotwell St,6,yes,Mesita Spano & Ayoob,531110,1
Mission,3435 24th St,18,yes,Meyer Gloria M,531110,1
Mission,261 Dolores St # 265a,3,yes,Mfr Apartments LLC,531110,1
Mission,474 Valencia St Ste 280,,,"Mhdc South Park Properties, L.P.",53,1
Mission,1101 Capp St,10,yes,Michael & Elizabeth Brosnan 2015 Tr,531110,1
Mission,2834 Mission St,13,yes,Mission Bart Apartments LLC,531110,1
Mission,474 Valencia St Ste 280,,,Mission Housing Dev Corp,531110,1
Mission,1863 Mission St,37,yes,Mission IIi LLC,531110,1
Mission,1150 Valencia St,6,yes,Moininazeri Akbar,531110,1
Mission,117 Lexington St,7,yes,Muhawieh Jawad,531110,1
Mission,151 Albion St,6,yes,Mullins James J,53,1
Mission,30 Rosemont Pl,6,yes,Murphy Childrens 1990 Trust,53,1
Mission,358 12th St,,,Murphy John P,531110,1
Mission,1400 Guerrero St,3,yes,Nasser R Qawasmi A & Nasser A,531110,1
Mission,2886 Folsom St,,,New China Realty Corp,531110,1
Mission,1442 Valencia St #46,4,yes,Ng Shirley/Robert/John/Gim Hon,531110,1
Mission,356 12th Ave,4,yes,Ng Yuk Chun Wong/Kathy Hom,531110,1
Mission,245 -249 14th St,,,Nguyen Dominic & Jenny,53,1
Mission,846 Shotwell St,5,yes,Oscar Rojas,531110,1
Mission,531 Guerrero St,6,yes,Patrick Connolly,531110,1
Mission,2258 Bryant St,6,yes,Paul A. Petterson And Daisy L. Petterson,531110,1
Mission,722 Shotwell St,11,yes,Paula Cathey,531110,1
Mission,2981 21st St,3,yes,Pavel Baranyk,531110,1
Mission,1265 Dolores St,6,yes,Peterson Lawrence A,531110,1
Mission,3009 Mission St,40,yes,Philip Fernandez,531110,1
Mission,1067 Valencia St,17,yes,Phillips Robert L,531110,1
Mission,548 Valencia St,,,Phylis Kurzbard,531110,1
Mission,639 Guerrero St,4,yes,Quan William,531110,1
Mission,1801 Mission St,17,yes,Quest Blue LLC,531311,1
Mission,2108 Folsom St Apt 5,6,yes,Ramirez Elias & Beatriz,531110,1
Mission,127 San Jose Ave,,,Ramos Tony & Sharon,531210,1
Mission,3160 16th St,,,"Raymond F. Clark Properties, LLC",531110,1
Mission,3574 17th St,6,yes,Real Equity Group One LLC,531110,1
Mission,951 Dolores St,6,yes,Renner Michael,531110,1
Mission,3050 23rd St,,,Rigo Industrial Properties,531210,1
Mission,46 Alvarado St,6,yes,Robert Domenici,53,1
Mission,2949 Mission St,,,Roberto Sanchez,531110,1
Mission,565 Dolores St,6,yes,Romano Ann & Brenda,531110,1
Mission,2823 18th St,,,"Rpp Madelon, LLC",53,1
Mission,980 Potrero Ave,,,Sainez Lourdes,53,1
Mission,3017 22nd St,,,Sams Management Co. Lp,531110,1
Mission,33 San Carlos St,6,yes,"San Carlos Street 6, LLC",531110,1
Mission,3452 19th St,2,yes,"Sandy Properties, LLC",531110,1
Mission,3730 25th St,12,yes,Sarles Angelo Etal,531110,1
Mission,2960 Mission St,11,yes,Saucedo Anselmo,531311,1
Mission,115 Julian Ave,,,Scarabosio Family Trust,531110,1
Mission,537 14th St,18,yes,Schachter Win & Plaier Frank,531311,1
Mission,3488 22nd St,7,yes,Schaffer Joel B & Donna M,531110,1
Mission,3179 23rd St,6,yes,Schlesinger Edward And Brian,53,1
Mission,395 Capp St,12,yes,Schoepp Joseph A,531110,1
Mission,58 Woodward St,6,yes,Segal Andrew & Jennifer,531110,1
Mission,3474 17th St,6,yes,Sf 1a 3474 17th LLC,531110,1
Mission,3659 20th St,20,yes,Sf 1b 3659 20th LLC,531110,1
Mission,466 14th St,24,yes,Sf 1b 466 14th LLC,531110,1
Mission,470 14th St,24,yes,Sf 1b 470 14th LLC,531110,1
Mission,2976 23rd St,14,yes,Sfclt 23rd St Holdings LLC,531110,1
Mission,3548 18th St,8,yes,Shapiro Beverly,53,1
Mission,2262 Bryant St #64,6,yes,Shaughnessy William,531110,1
Mission,1869 Market St,4,yes,Silzan Co Inc,531210,1
Mission,1150 S Vanness Ave,,,Simply Urban LLC,53,1
Mission,2850 26th St,5,yes,Solorzano Ramon & Bertha,531110,1
Mission,27 Liberty St #29,4,yes,Spring Bettie B,531110,1
Mission,125 Fair Oaks St #129,,,Steele Family Revocable Trust,531110,1
Mission,3458 26th St,4,yes,Stein Properties,53,1
Mission,69 Fair Oaks St,3,yes,Stephane Saux,531110,1
Mission,475 Dolores St,10,yes,Storseter Herleiv,531110,1
Mission,33 Guerrero St,8,yes,Sullivan Properties,531110,1
Mission,3143 24th St,,,Sun Kong,531110,1
Mission,2722 Bryant St,3,yes,Susan Canny,531110,1
Mission,2500 Folsom St,,,Syts Investments LLC,531110,1
Mission,248 Guerrero St,6,yes,Szeto Johnny Mc & Meendy K F,53,1
Mission,2088 Mission St #2092,,,T Lew Family LLC,531110,1
Mission,1069 Capp St,5,yes,"Temescal Creek Properties 1, LLC",531110,1
Mission,1601 Howard St,,,Tenderloin Neighborhood Dev,531110,1
Mission,3543 23rd St,5,yes,The Dwp 2012 Irrevocable Trust,531110,1
Mission,629 Guerrero,12,yes,"The Ridge, Lp",531110,1
Mission,3270 23rd St,5,yes,Tien Phong & Duong Kieu,53,1
Mission,2100 Mission St,,,Toboni Joseph P,531110,1
Mission,411 Valencia St,16,yes,Tralee LLC,53,1
Mission,500 Treat Ave,,,Treat Property LLC,53,1
Mission,2521 Folsom St,3,yes,Treat St Apts LLC,531110,1
Mission,489 Guerrero St # 491,,,"Two To Four, LLC",531110,1
Mission,1532 Harrison St,,,"Udr, Inc.",531110,1
Mission,1085 Capp St,4,yes,Uniacke Joseph & Mary,531110,1
Mission,1328 Valencia St,4,yes,Urban Group Real Estate Incorporated,"531110, 531210",1
Mission,2027 Mission St,,,"Urban Pacific Properties, Inc.",531390,1
Mission,224 Valencia St,5,yes,Valencia-Clinton Park LLC,531110,1
Mission,69 Hill St,5,yes,Vanderstaay Christiaan E,531110,1
Mission,2501 Mission St,,,Vanguard Properties Inc,531210,1
Mission,2895 Harrison St,4,yes,Venegas Claudine O,531110,1
Mission,157 San Carlos St,4,yes,Wei Mamei C,531110,1
Mission,3579 19th St,7,yes,Weidmann Inge,531390,1
Mission,27 Isis St #37,9,yes,Willett Dolores,531110,1
Mission,1133 Dolores St,16,yes,William And Charleen Duke Lp,531110,1
Mission,122 Guerrero St,6,yes,Wirth Sean/Eckert Bryan K,53,1
Mission,121 Dolores St Apt 4,9,yes,Wolden Joseph V,531110,1
Mission,1303 Minna St,,,Wong Catalina,53,1
Mission,1488 Valencia St,6,yes,Wong Don D,53,1
Mission,452 Bartlett St,18,yes,Wong Kong Ming & Trust,531110,1
Mission,1026 Shotwell St,3,yes,Wong Toa H & Wong Karol,531311,1
Mission,3650 18th St,6,yes,Wong Walter,53,1
Mission,3549 17th St,6,yes,Woo Gordon,531110,1
Mission,3542 17th St Unit 2,5,yes,Wopperer Christian,53,1
Mission,3620 19th St Apt 28,17,yes,Young Estates LLC,531210,1
Mission,1269 Dolores St,6,yes,Zdag LLC,531110,1
Mission,601 Potrero St,,,"Zentgraff, Brian & The Mary J Nelson Testamentary Trust",531110,1
Mission,530 Bartlett St,6,yes,Zucconi Guido & Ida,531110,1
Nob Hill,1474 Sacramento St,38,yes,"Sf Apartments Investor Holdings, LLC",531110,21
Nob Hill,1130 Larkin St,31,yes,"Sf Apartments Investor Holdings, LLC",531110,21
Nob Hill,1234 Jones St,30,yes,"Sf Apartments Investor Holdings, LLC",531110,21
Nob Hill,1225 Taylor St,25,yes,"Sf Apartments Investor Holdings, LLC",531110,21
Nob Hill,1624 Sacramento St,24,yes,"Sf Apartments Investor Holdings, LLC",531110,21
Nob Hill,1445 Mason St,15,yes,"Sf Apartments Investor Holdings, LLC",531110,21
Nob Hill,1720 Leavenworth St,15,yes,"Sf Apartments Investor Holdings, LLC",531110,21
Nob Hill,1675 Clay St,13,yes,"Sf Apartments Investor Holdings, LLC",531110,21
Nob Hill,1265 Washington St,12,yes,"Sf Apartments Investor Holdings, LLC",531110,21
Nob Hill,1244 -125 California St,,,"Sf Apartments Investor Holdings, LLC",531110,21
Nob Hill,1050 Post St,40,yes,Sf Owner LLC,"531110, 531311",18
Nob Hill,947 Bush St,40,yes,Sf Owner LLC,"531110, 531311",18
Nob Hill,1126 Bush St,37,yes,Sf Owner LLC,"531110, 531311",18
Nob Hill,1401 Jones St,37,yes,Sf Owner LLC,"531110, 531311",18
Nob Hill,845 California St,37,yes,Sf Owner LLC,"531110, 531311",18
Nob Hill,621 Stockton St,32,yes,Sf Owner LLC,"531110, 531311",18
Nob Hill,1020 Post St,30,yes,Sf Owner LLC,"531110, 531311",18
Nob Hill,1547 Clay St,29,yes,Sf Owner LLC,"531110, 531311",18
Nob Hill,50 Joice St,13,yes,Sf Owner LLC,"531110, 531311",18
Nob Hill,1340 Taylor St,12,yes,Sf Owner LLC,"531110, 531311",18
Nob Hill,1656 Leavenworth St,12,yes,Sf Owner LLC,"531110, 531311",18
Nob Hill,645 Stockton St,12,yes,Sf Owner LLC,"531110, 531311",18
Nob Hill,701 Taylor St,,,Sf Owner LLC,"531110, 531311",18
Nob Hill,1650 California St,32,yes,Dewolf Realty Co,531110,14
Nob Hill,1385 Clay St,24,yes,Dewolf Realty Co,531110,14
Nob Hill,1140 Pine St,23,yes,Dewolf Realty Co,531110,14
Nob Hill,1725 Taylor St,20,yes,Dewolf Realty Co,531110,14
Nob Hill,1556 Taylor St,10,yes,Dewolf Realty Co,531110,14
Nob Hill,1553 -1563 Pine St,,,Dewolf Realty Co,531110,14
Nob Hill,1152 Jackson St,8,yes,Castellucci Antonio,531311,13
Nob Hill,995 Pine St,30,yes,Del Camp Investments Inc,531110,11
Nob Hill,1461 California St,6,yes,Del Camp Investments Inc,531110,11
Nob Hill,701 Pine St,,,Del Camp Investments Inc,531110,11
Nob Hill,1433 Clay St,16,yes,"Sf Multifamily Pool 2-3 (B) Owner, LLC",531110,9
Nob Hill,1637 Sacramento St,16,yes,"Sf Multifamily Pool 2-3 (B) Owner, LLC",531110,9
Nob Hill,1575 Sacramento St,13,yes,"Sf Multifamily Pool 2-3 (B) Owner, LLC",531110,9
Nob Hill,1046 Mason St,8,yes,"Sf Multifamily Pool 2-3 (B) Owner, LLC",531110,9
Nob Hill,1046 Pacific Ave,,,"Sf Multifamily Pool 2-3 (B) Owner, LLC",531110,9
Nob Hill,1106 Bush St,,,"Sf Multifamily Pool 2-3 (B) Owner, LLC",531110,9
Nob Hill,1086 Post St,40,yes,Wai John E 1981 Lvg Trust,531110,9
Nob Hill,693 Sutter St,17,yes,Wai John E 1981 Lvg Trust,531110,9
Nob Hill,1111 Jones St,12,yes,Wai John E 1981 Lvg Trust,531110,9
Nob Hill,7 Leroy Pl #19,6,yes,Wai John E 1981 Lvg Trust,531110,9
Nob Hill,995 Pine St,30,yes,Del-Camp Investments Inc,531110,7
Nob Hill,1225 Jackson St,6,yes,Del-Camp Investments Inc,531110,7
Nob Hill,1461 California St,6,yes,Del-Camp Investments Inc,531110,7
Nob Hill,701 Pine St,,,Del-Camp Investments Inc,531110,7
Nob Hill,737 Hyde St,26,yes,Murphy San Francisco Limited Partnership,53,7
Nob Hill,721 Bush St,20,yes,Murphy San Francisco Limited Partnership,53,7
Nob Hill,1435 Larkin St,24,yes,Bartholomew Murphy,53,6
Nob Hill,1355 Pine St,12,yes,Bartholomew Murphy,53,6
Nob Hill,955 Hyde St,11,yes,Bartholomew Murphy,53,6
Nob Hill,735 Mason St,20,yes,Mar Nancy A,531110,6
Nob Hill,1390 Pine St,12,yes,Mar Nancy A,531110,6
Nob Hill,1660 Sacramento St,12,yes,Mar Nancy A,531110,6
Nob Hill,751 Mason St,,,Mar Nancy A,531110,6
Nob Hill,1025 Jackson St,24,yes,Levinson Family Revocable Trust,531110,5
Nob Hill,1385 Pine St,21,yes,Li Don/Donna/Calvin/Gregory,531110,5
Nob Hill,740 Leavenworth St,16,yes,Li Don/Donna/Calvin/Gregory,531110,5
Nob Hill,1441 Larkin St,7,yes,Li Don/Donna/Calvin/Gregory,531110,5
Nob Hill,1454 Taylor St,7,yes,Li Don/Donna/Calvin/Gregory,531110,5
Nob Hill,1653 Sacramento St,,,Li Don/Donna/Calvin/Gregory,531110,5
Nob Hill,1485 Clay St,12,yes,"Sf Multifamily Pool 5 (C) Owner, LLC",531110,5
Nob Hill,1590 Sacramento St,40,yes,The Gruber Family Partners,531110,5
Nob Hill,1230 Washington St,10,yes,Gaehwiler Family LLC,531110,4
Nob Hill,1315 Taylor St,,,Gaehwiler Family LLC,531110,4
Nob Hill,1025 Hyde St,7,yes,Woo Steven & Carmen,531110,4
Nob Hill,1640 Van Ness Ave,,,Ares Commercial Properties,531210,3
Nob Hill,1727 Sacramento St,,,Ares Commercial Properties,531210,3
Nob Hill,935 Hyde St,16,yes,Ballinree LLC,531110,3
Nob Hill,945 Hyde St,11,yes,Ballinree LLC,531110,3
Nob Hill,1259 Polk St,,,Chin Martin Y,531210,3
Nob Hill,1405 Bush St,,,Chin Martin Y,531210,3
Nob Hill,1451 Sacramento St,12,yes,Eve Bernstein Living Trust,531110,3
Nob Hill,1000 Mason St,40,yes,Fritz Property Group Inc,531110,3
Nob Hill,1055 California St,15,yes,Fritz Property Group Inc,531110,3
Nob Hill,1045 California St,,,Fritz Property Group Inc,531110,3
Nob Hill,808 Leavenworth St,38,yes,H/S Partners II Lp,53,3
Nob Hill,1350 Pine St,32,yes,H/S Partners II Lp,53,3
Nob Hill,1372 Pine St,27,yes,H/S Partners II Lp,53,3
Nob Hill,729 Leavenworth St,18,yes,Howard Jow,531110,3
Nob Hill,727 Leavenworth St,,,Howard Jow,531110,3
Nob Hill,1031 Leavenworth St,15,yes,Kingsley Sanford,531110,3
Nob Hill,1478 California St #1488,,,Lee Living Trust The,531110,3
Nob Hill,774 Pine St #784,,,Lee Living Trust The,531110,3
Nob Hill,1440 Sacramento St,13,yes,Marvin A Remmich,531110,3
Nob Hill,730 Leavenworth St,,,Marvin A Remmich,531110,3
Nob Hill,1005 Larkin St,28,yes,New Century Management Lfc LLC,531110,3
Nob Hill,999 Bush St,36,yes,Scher Daniel,531110,3
Nob Hill,1053 Bush St,18,yes,Scher Daniel,531110,3
Nob Hill,1544 Polk St,40,yes,Sojourn Properties Inc,531110,3
Nob Hill,1685 Sacramento St,33,yes,Sojourn Properties Inc,531110,3
Nob Hill,1105 Larkin St,,,Sojourn Properties Inc,531110,3
Nob Hill,1401 Polk St,,,Tstn Partnership,53,3
Nob Hill,1409 Polk St,,,Tstn Partnership,53,3
Nob Hill,1512 Pine St,,,Tstn Partnership,53,3
Nob Hill,1314 Polk St,32,yes,Yamagami Dick N,531210,3
Nob Hill,1318 Polk St,,,Yamagami Dick N,531210,3
Nob Hill,1267 Pacific Ave,,,Yip Elizabeth,531110,3
Nob Hill,1246 Bush St,20,yes,1145 Bush Street Lp,531110,2
Nob Hill,1661 Sacramento St,7,yes,1145 Bush Street Lp,531110,2
Nob Hill,906 Broadway,,,908 Broadway LLC,531110,2
Nob Hill,908 Broadway,,,908 Broadway LLC,531110,2
Nob Hill,700 Mason St,20,yes,Abuyaghi Properties LLC,531110,2
Nob Hill,1005 Jones St,,,Abuyaghi Properties LLC,531110,2
Nob Hill,1300 Leavenworth St,,,Britton John F,531210,2
Nob Hill,1000 Bush St,,,Bush Street Apartment Group Lp,531110,2
Nob Hill,1010 Bush St,,,Bush Street Apartment Group Lp,531110,2
Nob Hill,1507 California St,37,yes,Cal Lark LLC,531110,2
Nob Hill,1511 California St,,,Cal Lark LLC,531110,2
Nob Hill,693 Sutter St 4fl,,,Carpeneti Richard,531110,2
Nob Hill,1227 Clay St,6,yes,Chan Joseph,531110,2
Nob Hill,1235 Clay St,,,Chan Joseph,531110,2
Nob Hill,1324 Pine St,6,yes,Chin James & Linda,531110,2
Nob Hill,1329 Sacramento St,6,yes,Chun Jimmy & Shuk Y,531110,2
Nob Hill,1354 Sacramento St,6,yes,Chun Jimmy & Shuk Y,531110,2
Nob Hill,1121 Bush St,16,yes,"Cibas Properties, LLC",531110,2
Nob Hill,1044 Pine St,13,yes,Deamicis Clement D & Roseanne,531390,2
Nob Hill,900 Pine St,,,"Eol Properties II, Lp",531110,2
Nob Hill,904 Pine St,,,"Eol Properties II, Lp",531110,2
Nob Hill,961 Pine St,22,yes,Goodman Keith,531110,2
Nob Hill,1677 Sacramento St,17,yes,Grimes John & Linda,531110,2
Nob Hill,627 Taylor St,40,yes,Hfb Properties Lp,531110,2
Nob Hill,801 Sutter St,,,Hfb Properties Lp,531110,2
Nob Hill,1128 Mason St,,,Home Realty,531311,2
Nob Hill,974 Pine St,12,yes,Khayam Bashi H & Tooram,531110,2
Nob Hill,1639 Polk St,,,Khayam Bashi H & Tooram,531110,2
Nob Hill,975 Sutter St,11,yes,Kiely Philip Q,531110,2
Nob Hill,1175 Washington St,7,yes,Lai Ching II/Gum Kuer LLC,531110,2
Nob Hill,974 Sutter St,5,yes,Lapidos Jack M,531110,2
Nob Hill,1015 Washington St,6,yes,Lee Donald O,531110,2
Nob Hill,1129 Pacific Ave,,,Louie Moon F & Chung W,53,2
Nob Hill,1145 Bush St,,,Meridian Management Group,531110,2
Nob Hill,1330 Pine St,12,yes,Ng Tony H,531110,2
Nob Hill,1018 Hyde St,,,Ng Tony H,531110,2
Nob Hill,1096 Pine St,16,yes,Pitto Louis F & Diane Etal,531390,2
Nob Hill,972 Bush St,26,yes,Primo Segundo Nv,531110,2
Nob Hill,805 Leavenworth St,,,Primo Segundo Nv,531110,2
Nob Hill,1348 Sacramento St,20,yes,"Ralston Capital Sf Multifamily IV, LLC",531110,2
Nob Hill,1385 Clay St,24,yes,Romel California LLC,531110,2
Nob Hill,798 Post St,40,yes,"Sf Apartments Trs, LLC",531110,2
Nob Hill,655 Stockton St,38,yes,Sf Jv LLC,531311,2
Nob Hill,1008 Larkin St,29,yes,"Sic-Mcm Sf Apt Jv I, LLC",531110,2
Nob Hill,839 Leavenworth St,26,yes,"Sic-Mcm Sf Apt Jv I, LLC",531110,2
Nob Hill,1414 Van Ness Ave,,,Sunhill Enterprises Lp,53,2
Nob Hill,527 Sutter St,,,Sunhill Enterprises Lp,53,2
Nob Hill,1166 Pine St,12,yes,Tang Trang Et Al,531110,2
Nob Hill,1114 Sutter St,36,yes,Tappe Julius M,531110,2
Nob Hill,956 Post St,33,yes,Tappe Julius M,531110,2
Nob Hill,1625 Sacramento St,6,yes,Urbano Ezquerro,"531210, 531311",2
Nob Hill,737 Bush St,36,yes,Vaca Rocio,531110,2
Nob Hill,935 Pine St,14,yes,Vaca Rocio,531110,2
Nob Hill,745 Pine St,19,yes,Wong Donna,53,2
Nob Hill,1539 Clay St,14,yes,Wong Donna,53,2
Nob Hill,490 Post St #608,,,Yu James K,53,2
Nob Hill,1082 Post St,20,yes,1082 Post LLC,531110,1
Nob Hill,1126 Taylor St,6,yes,1126 Taylor LLC,531110,1
Nob Hill,1135 Hyde St,6,yes,1135 Hyde Holding Trust,531110,1
Nob Hill,1163 Bush St #67,40,yes,1163 Associates,531110,1
Nob Hill,1163 Pine St,16,yes,"1163 Pine Street, LLC",531110,1
Nob Hill,1201 Leavenworth St,16,yes,"1201 Leavenworth Street Owner, Lp",531311,1
Nob Hill,1201 Pine St,16,yes,"1201 Pine A2, Lp",531110,1
Nob Hill,1221 Jones St,24,yes,1221 Jones LLC,531110,1
Nob Hill,1230 Jackson St,6,yes,"1230 Jackson, LLC",531110,1
Nob Hill,1241 Bush St,17,yes,1241 Bush Street Partners Lp,531110,1
Nob Hill,1275 Clay St,7,yes,1275 Clay Street LLC,531110,1
Nob Hill,1300 Sacramento St,22,yes,1300 Sacramento St Partnershi,531110,1
Nob Hill,1330 Jones St,37,yes,1330 Jones Street LLC,531110,1
Nob Hill,1335 Washington St,14,yes,"1335 Washington, LLC",531110,1
Nob Hill,1385 Pine St,21,yes,1385 Pine St Apts,531110,1
Nob Hill,1401 California St,,,1401 California LLC,531110,1
Nob Hill,1420 Taylor St,14,yes,1420 Taylor Street Apartments,531110,1
Nob Hill,1424 Polk St,18,yes,1424-1428 Polk I2 Lp,531110,1
Nob Hill,1425 Taylor St,40,yes,"1425 Taylor Street Owner, L.P.",531311,1
Nob Hill,1430 Leavenworth St,6,yes,1430 Leavenworth St LLC,531110,1
Nob Hill,1441 Taylor St,22,yes,"1441 Taylor St Owner, LLC",531110,1
Nob Hill,1450 Bush St,12,yes,1448 Bush-Austin Comm,531110,1
Nob Hill,1448 Bush St,,,1448 Bush-Austin St - Apts,531110,1
Nob Hill,1456 Jones St,25,yes,1456 Jones Street LLC,531110,1
Nob Hill,1470 California St,24,yes,1470 California St Apts LLC,531110,1
Nob Hill,1477 California St #1,7,yes,1477 California St LLC,531110,1
Nob Hill,1155 Jones St.,24,yes,14th Ave Partners Lp,531110,1
Nob Hill,1512 California St,7,yes,1512california LLC,531110,1
Nob Hill,1537 Jones St,15,yes,1537 Jones St Apts,531110,1
Nob Hill,1606 Jones St #1612,4,yes,1606 Jones Street LLC,53,1
Nob Hill,1611 Clay St,12,yes,1611 Clay Street Apartments,531110,1
Nob Hill,1630 Jones St,13,yes,"1630 Jones, LLC",531110,1
Nob Hill,1635 Jones St,16,yes,1635 Jones Street Lp,531110,1
Nob Hill,1656 Sacramento St,14,yes,"1656 Sacramento Street, LLC",531110,1
Nob Hill,1660 Sacramento St #1662,12,yes,1660 Sacramento St Assoc LLC,531110,1
Nob Hill,1688 Sacramento St,19,yes,1688 Sacramento Street LLC,53,1
Nob Hill,1730 Sacramento St,10,yes,1730 Sacramento LLC,531110,1
Nob Hill,1740 Sacramento St,12,yes,"1740 Sacramento Street, LLC",531110,1
Nob Hill,1155 Jones St.,24,yes,2232 North Point Partners Lp,531110,1
Nob Hill,1225 Clay St,10,yes,"280 Townsend Street, LLC",531110,1
Nob Hill,600 Sutter St,15,yes,600 Sutter St Inc,531110,1
Nob Hill,626 Bush St,27,yes,626 Bush Ltd,531110,1
Nob Hill,680 Sutter St,40,yes,680/688 Sutter Street LLC,531390,1
Nob Hill,700 Taylor St,24,yes,700 Taylor Street LLC,531110,1
Nob Hill,736 Jones St,35,yes,736 Jones Street LLC,531390,1
Nob Hill,737 Pine St,40,yes,737 Pine L1 Lp,531110,1
Nob Hill,754 Post St,28,yes,754 Post St San Francisco LLC,531110,1
Nob Hill,755 Bush St,30,yes,"755 Bush Street, Lp",531110,1
Nob Hill,795 Pine St,40,yes,795 Pine I1 Lp,531110,1
Nob Hill,825 Pine St,16,yes,825-835 Pine I1 Lp,531110,1
Nob Hill,845 Pine St,18,yes,"845 Pine A2, Lp",531110,1
Nob Hill,855 Pine St,18,yes,855 Pine Street Apartments,531110,1
Nob Hill,925 Leavenworth St,16,yes,925 Leavenworth LLC,531110,1
Nob Hill,999 Broadway,10,yes,999 Broadway Apartments,531110,1
Nob Hill,1251 Hyde Street Apt 6,9,yes,Abdol Hossein Novin,531110,1
Nob Hill,1059 Leavenworth St,22,yes,Acd Investments Lp,531110,1
Nob Hill,1410 Taylor St,9,yes,Aetna Apartments LLC,531110,1
Nob Hill,1520 Taylor St Apt 406,31,yes,Afshar Hosein,53,1
Nob Hill,1725 Taylor St,20,yes,Aldema Invsm't Corp Of Florida,531110,1
Nob Hill,1200 Taylor St,24,yes,Ali Shakoori,531110,1
Nob Hill,1140 Hyde St,7,yes,Alphonse A Jr & John A Boro,531110,1
Nob Hill,1725 Clay St Ste 102,8,yes,Amster Incorporation,53,1
Nob Hill,1243 Pine Street,12,yes,Anita W.M. Lau,531110,1
Nob Hill,1620 Polk St,20,yes,Anixter Dorothy Trust,531110,1
Nob Hill,965 Sutter St,12,yes,Avalon Bay Communities Inc,531110,1
Nob Hill,965 Sutter St,12,yes,Avalonbay Communities Inc,531110,1
Nob Hill,1501 Sacramento Street,14,yes,Bay City Properties LLC,531110,1
Nob Hill,1440 Jones St,7,yes,Bay Properties Inc,53,1
Nob Hill,1360 Jones St,21,yes,Bently Nob Hill Lp,531110,1
Nob Hill,625 Taylor St,25,yes,Bohemia Apartments Lp,531110,1
Nob Hill,1000 Pine St,6,yes,Boutikia  LLC,531311,1
Nob Hill,1017 Hyde St,7,yes,Brenda Fung Lew,53,1
Nob Hill,1278 Jackson St Apt 6,7,yes,Brifon Corp,531110,1
Nob Hill,1278 Jackson St,7,yes,Briggs Gary B,531110,1
Nob Hill,975 Sutter St,11,yes,Briggs Robert L & Jeanine,53,1
Nob Hill,1330 Polk St Apt,,,"Broadway Properties, LLC",531110,1
Nob Hill,1200 Sacramento St,22,yes,Brooks Barbara & John,531110,1
Nob Hill,922 Post St,37,yes,Bruno Family LLC,531110,1
